,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain
1286,Masters,2014,New Delhi,3,27,Male,No,5
349,Bachelors,2016,Pune,1,26,Female,No,4
3792,Masters,2016,New Delhi,3,37,Female,No,3
4378,Masters,2017,New Delhi,2,24,Female,No,2
1681,Bachelors,2014,Bangalore,3,25,Male,No,3
1443,Masters,2017,Pune,2,26,Female,No,4
2833,Bachelors,2014,Pune,3,26,Male,No,4
1671,Bachelors,2017,Bangalore,3,24,Female,No,2
2584,Bachelors,2014,Bangalore,3,26,Male,No,4
1179,Bachelors,2014,New Delhi,3,26,Female,No,4
3681,Masters,2014,New Delhi,3,33,Male,No,3
372,Bachelors,2014,Pune,1,26,Female,No,4
4309,PHD,2017,Bangalore,3,27,Male,No,5
1916,Bachelors,2017,New Delhi,3,27,Male,No,5
1357,Bachelors,2015,Pune,3,25,Female,No,3
1825,Bachelors,2014,Bangalore,3,28,Male,No,1
786,Bachelors,2016,Pune,3,28,Male,No,1
469,PHD,2013,New Delhi,2,27,Female,No,5
140,Masters,2013,New Delhi,3,27,Male,No,5
788,Masters,2015,Pune,3,28,Female,No,3
323,Bachelors,2013,Bangalore,3,26,Male,No,4
3994,Bachelors,2017,New Delhi,3,25,Female,No,3
714,Bachelors,2017,Bangalore,3,27,Female,No,5
4181,Bachelors,2014,New Delhi,3,34,Female,No,5
2446,Bachelors,2014,Pune,1,28,Male,No,2
4480,Masters,2018,New Delhi,3,26,Male,No,4
4119,Bachelors,2015,New Delhi,3,22,Male,No,0
4479,Bachelors,2012,Bangalore,3,26,Male,No,4
3491,Masters,2015,New Delhi,3,38,Male,No,1
406,Masters,2014,Pune,3,25,Male,No,3
2934,Bachelors,2018,Bangalore,3,29,Male,No,0
1004,Bachelors,2017,Bangalore,3,25,Male,No,3
2628,Bachelors,2016,Pune,3,28,Male,No,1
890,Bachelors,2017,Pune,3,28,Male,No,3
2411,Masters,2017,Pune,2,28,Female,No,2
2545,Bachelors,2016,Bangalore,3,29,Male,No,5
3000,Masters,2017,Pune,2,37,Male,No,2
2390,Bachelors,2014,New Delhi,3,30,Male,No,1
3429,Bachelors,2012,Bangalore,3,32,Male,No,5
4006,Bachelors,2014,Bangalore,3,28,Male,No,2
3784,Bachelors,2012,Pune,3,39,Male,No,5
303,Bachelors,2015,Pune,3,26,Female,Yes,4
4204,Bachelors,2017,Pune,2,37,Female,No,4
3262,Bachelors,2012,Bangalore,3,38,Female,No,3
664,PHD,2013,New Delhi,2,25,Male,No,3
1177,Bachelors,2014,Bangalore,3,28,Male,No,2
1947,Bachelors,2013,Bangalore,3,25,Female,No,3
2501,Masters,2017,Pune,2,30,Male,No,0
4010,Bachelors,2018,Bangalore,3,32,Female,No,2
3075,Bachelors,2017,Bangalore,3,40,Female,No,4
2132,Masters,2017,New Delhi,3,30,Male,Yes,2
3917,Bachelors,2017,Bangalore,3,35,Male,No,1
961,PHD,2016,Bangalore,3,27,Male,No,5
2009,Bachelors,2018,Bangalore,3,26,Female,Yes,4
2149,Bachelors,2013,Bangalore,3,27,Female,No,5
2902,Bachelors,2018,Bangalore,3,29,Female,No,3
2338,Masters,2017,Bangalore,3,26,Male,No,4
3383,Bachelors,2013,Bangalore,3,31,Male,No,1
304,Masters,2014,New Delhi,3,26,Male,No,4
1440,Bachelors,2016,Bangalore,1,24,Male,No,2
1496,Bachelors,2018,Pune,3,27,Female,No,5
916,Bachelors,2017,Bangalore,3,27,Male,No,5
3704,Bachelors,2017,Pune,3,41,Female,No,4
3241,Bachelors,2015,Bangalore,3,38,Male,Yes,2
1624,Masters,2015,Bangalore,2,27,Female,No,5
3336,Bachelors,2014,Bangalore,3,36,Female,No,3
821,Bachelors,2017,Bangalore,3,25,Male,No,3
3801,Bachelors,2014,Bangalore,3,32,Male,No,2
1354,Masters,2012,Pune,3,28,Male,No,0
4189,Bachelors,2012,New Delhi,3,34,Female,No,2
850,Bachelors,2017,Pune,2,24,Male,No,2
1000,Bachelors,2013,New Delhi,3,26,Female,No,4
2948,Bachelors,2012,Bangalore,3,28,Female,No,3
18,Bachelors,2015,Pune,2,30,Female,No,0
1637,Bachelors,2016,Bangalore,3,26,Male,No,4
1667,Masters,2017,Pune,2,27,Male,No,5
493,Bachelors,2016,Bangalore,3,27,Male,No,5
4174,Bachelors,2018,Bangalore,3,35,Male,Yes,5
3489,Bachelors,2017,Bangalore,3,34,Male,Yes,0
687,Masters,2014,New Delhi,3,24,Male,No,2
3248,Bachelors,2017,Bangalore,3,35,Female,No,4
1608,Bachelors,2013,Bangalore,3,24,Male,No,2
3558,Bachelors,2013,Bangalore,3,37,Male,No,5
3333,Masters,2018,New Delhi,3,34,Male,No,2
1009,Bachelors,2014,Bangalore,3,28,Male,No,1
2408,Bachelors,2017,Bangalore,3,27,Male,Yes,5
1092,Masters,2017,New Delhi,3,25,Female,No,3
1327,Bachelors,2014,Bangalore,3,25,Female,No,3
1677,Bachelors,2015,Bangalore,3,28,Female,No,5
1999,Bachelors,2015,Pune,3,28,Female,Yes,2
1310,Bachelors,2015,Bangalore,3,25,Male,No,3
1987,Bachelors,2017,Bangalore,3,28,Male,No,2
3181,Bachelors,2016,Bangalore,3,31,Male,No,1
344,Bachelors,2012,Bangalore,3,28,Male,No,3
3599,Bachelors,2015,Pune,2,32,Female,No,3
986,Bachelors,2016,Bangalore,3,26,Male,No,4
4245,Bachelors,2013,New Delhi,3,35,Female,No,0
3934,Bachelors,2015,Bangalore,3,36,Female,No,2
3483,Bachelors,2013,Bangalore,3,32,Female,No,1
2704,Bachelors,2015,Pune,2,27,Female,Yes,5
2651,Bachelors,2013,Bangalore,2,30,Male,No,0
1142,Bachelors,2017,New Delhi,2,27,Male,No,5
2358,Masters,2014,New Delhi,1,29,Male,No,1
1198,Bachelors,2013,Pune,2,25,Female,No,3
85,Bachelors,2016,Pune,2,36,Male,No,0
1518,Bachelors,2016,Bangalore,3,26,Male,No,4
3660,Bachelors,2015,New Delhi,3,33,Female,No,2
1381,Bachelors,2015,Pune,2,24,Female,No,2
2698,Bachelors,2014,Bangalore,3,28,Male,No,3
1014,Masters,2015,New Delhi,3,24,Male,No,2
128,Bachelors,2018,Bangalore,3,25,Male,No,3
1364,Bachelors,2013,New Delhi,3,25,Female,No,3
3159,Bachelors,2014,Bangalore,3,36,Male,No,4
2732,Bachelors,2012,Bangalore,3,28,Female,Yes,0
891,Bachelors,2014,Bangalore,3,25,Male,No,3
3750,Bachelors,2017,Pune,3,31,Male,No,0
1359,Bachelors,2013,Bangalore,3,24,Male,No,2
307,Bachelors,2012,Pune,3,27,Male,No,5
1661,Bachelors,2017,Bangalore,2,28,Female,No,1
2431,Bachelors,2016,New Delhi,3,27,Female,No,5
3424,Bachelors,2013,Bangalore,3,39,Male,No,2
1317,Bachelors,2017,New Delhi,3,27,Female,No,5
3915,Bachelors,2018,Bangalore,3,32,Male,No,4
2474,Bachelors,2018,Bangalore,3,27,Female,No,5
2542,Bachelors,2012,Pune,3,29,Male,No,1
3830,Bachelors,2014,Bangalore,3,35,Male,Yes,0
1208,Bachelors,2017,Pune,3,25,Male,Yes,3
216,Masters,2017,New Delhi,3,27,Male,No,5
3893,Bachelors,2018,Bangalore,3,36,Female,No,2
3386,Masters,2013,Pune,2,41,Male,No,2
1239,Bachelors,2014,Pune,3,24,Male,No,2
2289,Masters,2013,New Delhi,3,27,Female,No,5
275,Bachelors,2013,Pune,3,27,Female,No,5
489,Bachelors,2013,Pune,3,25,Male,No,3
1035,Masters,2017,New Delhi,3,24,Male,No,2
1229,PHD,2016,New Delhi,3,27,Male,No,5
1008,Bachelors,2017,New Delhi,3,24,Female,No,2
3535,Bachelors,2016,Bangalore,3,41,Male,No,3
2780,Masters,2014,Pune,3,27,Female,No,5
2532,Masters,2016,Pune,3,28,Male,No,2
3691,Masters,2017,Bangalore,3,38,Male,No,5
1058,Bachelors,2016,Bangalore,3,28,Male,Yes,4
2166,Bachelors,2014,Pune,3,29,Male,No,2
281,Masters,2017,New Delhi,3,26,Male,No,4
3113,Bachelors,2014,Bangalore,3,40,Female,No,0
1316,Bachelors,2012,Bangalore,3,27,Female,Yes,5
4632,Bachelors,2018,Bangalore,3,31,Female,No,2
968,Bachelors,2013,Pune,2,25,Female,No,3
4626,Bachelors,2016,Bangalore,3,22,Male,No,0
3412,Bachelors,2014,Bangalore,3,33,Male,No,1
3935,Bachelors,2017,New Delhi,2,41,Female,No,4
3074,Bachelors,2015,Pune,2,34,Female,No,5
619,Bachelors,2013,Bangalore,3,26,Male,Yes,4
3762,Bachelors,2015,Bangalore,3,33,Male,No,2
1742,Masters,2017,New Delhi,2,28,Female,No,2
1390,Bachelors,2012,Bangalore,3,27,Male,No,5
3528,Bachelors,2015,New Delhi,3,31,Female,No,3
1847,Bachelors,2016,Bangalore,3,26,Male,Yes,4
1579,Bachelors,2017,Bangalore,3,24,Male,No,2
1655,Bachelors,2015,New Delhi,3,26,Male,No,4
2352,Bachelors,2013,Bangalore,3,27,Female,No,5
2212,Bachelors,2012,New Delhi,3,26,Female,No,4
2020,Masters,2013,New Delhi,3,26,Male,No,4
1956,Bachelors,2014,Bangalore,3,25,Male,Yes,3
1307,Bachelors,2012,Bangalore,3,26,Female,No,4
2003,Bachelors,2014,Bangalore,3,29,Male,Yes,2
575,Bachelors,2017,Bangalore,3,26,Male,No,4
4567,Bachelors,2017,Pune,3,28,Male,No,3
3742,Masters,2015,Pune,3,39,Male,No,5
1706,Bachelors,2017,Bangalore,3,26,Female,No,4
3258,Bachelors,2017,Bangalore,3,37,Female,No,4
4015,PHD,2018,New Delhi,3,34,Male,No,0
3941,Bachelors,2015,Bangalore,3,34,Male,No,2
861,Bachelors,2015,Bangalore,3,24,Male,No,2
1801,Bachelors,2012,Bangalore,3,27,Male,No,5
1628,Bachelors,2017,Pune,3,28,Female,No,4
1993,Bachelors,2015,Pune,3,28,Female,No,2
2639,Bachelors,2012,Pune,3,29,Male,No,0
269,Bachelors,2018,Bangalore,3,26,Female,No,4
629,Bachelors,2013,Bangalore,3,25,Male,Yes,3
2334,Bachelors,2012,New Delhi,3,30,Male,No,1
300,Bachelors,2013,Bangalore,3,26,Male,No,4
459,Bachelors,2012,Bangalore,3,26,Male,No,4
1447,Bachelors,2015,Pune,3,24,Male,Yes,2
1472,Bachelors,2015,Pune,3,26,Female,No,4
2046,Bachelors,2012,Bangalore,3,29,Male,No,1
3776,Bachelors,2015,Pune,3,33,Male,No,5
3277,Bachelors,2018,Pune,2,35,Female,No,2
2113,Bachelors,2013,Bangalore,3,28,Female,No,1
3928,PHD,2018,New Delhi,3,33,Female,No,0
3338,Bachelors,2014,Pune,3,37,Male,No,1
837,Bachelors,2013,New Delhi,3,25,Female,No,3
3328,Bachelors,2016,Bangalore,3,41,Male,No,1
2008,Bachelors,2017,Pune,3,26,Female,No,4
4566,Bachelors,2014,Bangalore,3,24,Male,No,2
503,Bachelors,2014,New Delhi,3,28,Female,No,2
2798,Bachelors,2013,Bangalore,3,28,Male,No,1
3682,Bachelors,2013,Bangalore,3,33,Female,No,0
380,Bachelors,2016,Bangalore,3,28,Male,No,2
3732,Masters,2017,Pune,2,37,Male,No,2
1525,Masters,2015,New Delhi,3,28,Male,No,0
3752,Masters,2017,Pune,2,39,Male,No,2
2819,Bachelors,2014,Pune,3,29,Female,No,1
2340,Bachelors,2018,Bangalore,3,26,Female,Yes,4
374,Bachelors,2016,Bangalore,3,28,Female,No,3
3731,Bachelors,2015,Bangalore,3,39,Male,No,2
2381,Bachelors,2015,Pune,2,29,Female,No,2
3922,Bachelors,2012,New Delhi,2,38,Female,No,1
939,Bachelors,2017,Pune,3,27,Male,No,5
3347,Bachelors,2017,Pune,3,40,Female,No,1
3678,Masters,2013,New Delhi,3,41,Female,Yes,2
2147,Bachelors,2015,Bangalore,3,30,Female,No,1
3321,Bachelors,2014,Bangalore,3,41,Male,No,4
2068,Bachelors,2016,Bangalore,3,30,Male,No,2
529,PHD,2014,New Delhi,3,24,Male,No,2
3247,Bachelors,2012,Bangalore,3,41,Female,No,4
636,Masters,2017,New Delhi,2,24,Female,Yes,2
1269,Bachelors,2015,Bangalore,3,26,Male,No,4
185,Masters,2017,Pune,2,24,Male,No,2
3322,Bachelors,2017,Bangalore,3,35,Male,No,5
2778,Bachelors,2014,New Delhi,3,26,Male,No,4
3566,Masters,2017,Bangalore,2,39,Female,No,2
1797,Bachelors,2013,Pune,2,27,Female,No,5
1441,Bachelors,2016,Pune,3,27,Male,No,5
2991,Bachelors,2018,Bangalore,3,37,Male,No,4
4536,PHD,2016,New Delhi,3,22,Male,No,0
1535,Bachelors,2015,Pune,2,25,Female,Yes,3
1273,Masters,2013,New Delhi,3,28,Male,No,2
3578,Masters,2015,New Delhi,3,39,Female,No,2
607,Bachelors,2017,New Delhi,3,24,Male,No,2
1712,Bachelors,2015,Bangalore,1,24,Female,No,2
2199,PHD,2015,Bangalore,3,29,Male,No,2
955,Masters,2017,New Delhi,3,26,Male,No,4
2579,Bachelors,2016,Pune,3,26,Male,No,4
3740,Bachelors,2016,Bangalore,3,39,Male,No,4
4360,Bachelors,2017,New Delhi,3,28,Female,No,1
403,Bachelors,2015,Bangalore,3,26,Male,No,4
2071,Bachelors,2012,Bangalore,3,27,Male,No,5
4428,Bachelors,2017,New Delhi,3,39,Female,No,4
1977,Bachelors,2014,Bangalore,3,25,Male,No,3
158,Bachelors,2015,Bangalore,3,25,Male,No,3
1748,Bachelors,2014,Pune,2,27,Male,No,5
3683,Bachelors,2013,Pune,3,39,Female,No,2
902,Bachelors,2014,Bangalore,3,25,Male,No,3
352,Bachelors,2012,Pune,3,26,Male,No,4
1230,Bachelors,2017,New Delhi,2,25,Male,No,3
4351,Bachelors,2015,Bangalore,3,34,Female,No,2
2140,Bachelors,2013,New Delhi,3,29,Female,No,1
444,Bachelors,2017,Bangalore,3,28,Male,No,1
4603,Bachelors,2014,Bangalore,3,28,Male,No,4
754,Bachelors,2017,Pune,2,26,Female,No,4
1737,PHD,2017,Pune,3,28,Male,No,1
4633,Bachelors,2016,Bangalore,3,37,Male,No,2
311,Bachelors,2017,Bangalore,3,24,Female,No,2
548,Bachelors,2017,New Delhi,2,27,Male,No,5
4395,Bachelors,2015,New Delhi,3,31,Female,No,0
3858,Bachelors,2015,Pune,2,39,Female,No,5
306,Masters,2015,New Delhi,3,25,Male,No,3
2335,Masters,2016,Pune,3,30,Male,No,1
694,Bachelors,2016,Pune,3,26,Male,No,4
2356,Masters,2018,New Delhi,3,27,Female,No,5
1927,Bachelors,2013,New Delhi,3,28,Female,Yes,2
4094,Bachelors,2013,Pune,2,24,Male,No,2
749,Bachelors,2013,Bangalore,3,26,Female,No,4
2835,Bachelors,2017,Pune,2,29,Female,No,4
1266,Bachelors,2014,New Delhi,3,24,Male,No,2
3337,Bachelors,2015,Bangalore,2,39,Female,No,0
3081,Bachelors,2017,New Delhi,2,39,Male,No,2
3468,Bachelors,2016,Bangalore,3,40,Male,No,0
970,Bachelors,2015,New Delhi,3,28,Female,No,3
13,Bachelors,2016,Bangalore,3,39,Male,No,2
873,Masters,2012,New Delhi,3,26,Male,No,4
808,Bachelors,2017,Bangalore,3,27,Male,No,5
514,Bachelors,2013,Pune,3,27,Male,No,5
4167,Bachelors,2014,Pune,3,33,Male,Yes,4
409,Bachelors,2016,Bangalore,3,26,Female,No,4
3167,Bachelors,2013,Bangalore,3,35,Male,No,2
4580,Bachelors,2016,Bangalore,3,25,Male,No,3
207,Masters,2013,Pune,2,27,Male,No,5
4062,Bachelors,2015,Pune,2,32,Female,No,2
458,Masters,2015,New Delhi,3,24,Female,No,2
3032,Masters,2012,Bangalore,2,32,Male,No,3
2430,Masters,2014,New Delhi,3,28,Male,No,1
3188,Bachelors,2015,New Delhi,3,40,Male,No,2
3878,Bachelors,2017,Bangalore,3,33,Male,No,1
4345,Bachelors,2015,Pune,2,33,Female,No,2
3523,Bachelors,2017,Bangalore,3,36,Male,No,3
1883,Bachelors,2015,Pune,3,28,Male,No,2
1713,Bachelors,2013,Bangalore,3,27,Male,No,5
3996,Bachelors,2017,New Delhi,3,36,Female,No,0
4060,Masters,2018,New Delhi,3,23,Female,No,1
552,Bachelors,2012,Pune,2,26,Female,No,4
1439,Bachelors,2013,Bangalore,3,26,Male,No,4
2270,Bachelors,2014,Bangalore,3,29,Female,No,1
2821,Bachelors,2012,Bangalore,3,28,Female,No,4
4450,Bachelors,2013,Pune,3,36,Female,No,0
1925,Masters,2017,Pune,2,27,Female,No,5
634,Bachelors,2017,Bangalore,3,27,Male,No,5
4472,Bachelors,2017,New Delhi,2,22,Male,No,0
316,Bachelors,2014,Pune,3,24,Male,No,2
3761,Bachelors,2015,Pune,1,34,Female,No,3
4379,Bachelors,2016,Bangalore,3,37,Female,Yes,4
1328,Masters,2017,Bangalore,3,28,Male,No,2
427,Bachelors,2013,Bangalore,3,26,Female,No,4
3837,Bachelors,2017,Bangalore,3,35,Female,No,1
105,Masters,2015,Pune,1,28,Female,No,3
142,Bachelors,2017,New Delhi,3,28,Female,No,2
2169,Bachelors,2013,Bangalore,3,28,Male,Yes,1
2908,Bachelors,2014,Bangalore,3,30,Male,No,0
89,Masters,2012,New Delhi,3,32,Male,No,2
2241,Masters,2017,New Delhi,2,27,Male,No,5
2977,Masters,2013,Pune,1,30,Male,No,1
2163,Bachelors,2014,Bangalore,3,27,Male,No,5
2636,Bachelors,2014,Pune,3,26,Male,No,4
1949,Masters,2015,New Delhi,2,27,Female,No,5
1768,Bachelors,2018,Pune,3,24,Male,No,2
2272,Bachelors,2014,Pune,3,29,Male,No,2
1,Bachelors,2013,Pune,1,28,Female,No,3
2865,Bachelors,2014,Pune,3,29,Female,No,4
4612,Bachelors,2012,Bangalore,3,23,Female,No,1
1951,Bachelors,2013,Bangalore,3,25,Male,No,3
3570,Masters,2017,New Delhi,2,31,Female,Yes,2
3972,Bachelors,2017,New Delhi,2,33,Male,No,6
2720,Bachelors,2017,New Delhi,3,29,Female,No,3
3046,Masters,2017,New Delhi,2,35,Female,No,2
1109,Bachelors,2016,Bangalore,3,26,Male,Yes,4
3129,Bachelors,2015,Pune,3,35,Female,No,1
591,Masters,2016,New Delhi,3,27,Male,No,5
1695,Masters,2018,New Delhi,3,25,Female,No,3
3781,Bachelors,2018,Bangalore,3,40,Male,Yes,3
4465,Bachelors,2014,Bangalore,3,38,Male,No,2
1576,Bachelors,2017,Bangalore,3,25,Female,No,3
3443,Bachelors,2013,Bangalore,3,31,Male,Yes,4
213,Masters,2017,Pune,3,28,Male,No,1
778,Bachelors,2016,Bangalore,3,25,Male,No,3
3810,Bachelors,2012,New Delhi,3,34,Female,No,4
3273,Bachelors,2012,Pune,2,32,Male,No,1
2043,Bachelors,2015,Bangalore,3,28,Male,No,2
2848,PHD,2018,Bangalore,3,27,Male,No,5
4225,Bachelors,2016,Bangalore,3,22,Male,No,0
3062,Bachelors,2016,Bangalore,3,34,Male,Yes,4
3317,Bachelors,2013,Bangalore,3,35,Female,No,0
1567,Bachelors,2017,New Delhi,2,25,Female,No,3
4035,Bachelors,2016,Bangalore,3,26,Female,No,4
4394,Bachelors,2012,Pune,3,34,Male,No,0
3127,Masters,2013,New Delhi,2,33,Female,No,2
4583,Bachelors,2016,Pune,3,36,Male,Yes,3
1343,PHD,2012,New Delhi,3,28,Female,No,1
2013,Masters,2015,New Delhi,3,28,Female,No,2
273,Masters,2013,New Delhi,3,25,Male,No,3
71,Masters,2017,Bangalore,3,31,Male,No,4
3382,Masters,2017,New Delhi,3,40,Female,No,0
1087,Bachelors,2013,Bangalore,3,26,Male,No,4
394,Bachelors,2016,Bangalore,3,25,Male,No,3
583,Masters,2017,New Delhi,2,26,Female,No,4
1367,Bachelors,2013,Bangalore,3,25,Female,No,3
4640,Bachelors,2015,Bangalore,3,35,Male,No,0
3560,Bachelors,2017,Bangalore,3,33,Male,No,3
2548,Bachelors,2012,New Delhi,3,26,Male,No,4
3592,Bachelors,2014,Bangalore,3,32,Male,No,3
4558,Bachelors,2017,Bangalore,3,40,Male,No,5
4456,Bachelors,2012,Bangalore,3,36,Female,No,4
4453,Bachelors,2014,Bangalore,3,39,Female,No,5
3084,Bachelors,2012,Pune,3,31,Male,No,5
1763,Bachelors,2014,Pune,3,24,Male,No,2
4016,Bachelors,2016,Bangalore,3,36,Female,No,2
1259,Bachelors,2014,Pune,3,26,Male,No,4
4220,Bachelors,2015,Pune,2,37,Female,No,1
2253,Masters,2018,New Delhi,3,29,Male,No,2
2781,Bachelors,2017,Pune,3,29,Male,No,0
526,Bachelors,2017,Bangalore,3,24,Male,No,2
377,Bachelors,2017,Bangalore,3,27,Male,Yes,5
1559,Bachelors,2016,Bangalore,3,26,Male,No,4
3323,Bachelors,2013,Bangalore,3,40,Male,No,1
1963,Bachelors,2012,Bangalore,3,28,Female,No,1
4410,Bachelors,2017,Bangalore,3,38,Male,No,1
348,Bachelors,2017,Pune,2,24,Male,No,2
2434,Bachelors,2015,Bangalore,3,27,Female,No,5
2246,Bachelors,2017,Bangalore,3,30,Male,No,2
3679,Masters,2017,New Delhi,2,32,Male,No,2
1709,Bachelors,2018,Bangalore,3,25,Male,No,3
1050,Masters,2017,New Delhi,3,24,Male,No,2
590,Masters,2012,Pune,2,26,Female,No,4
519,Bachelors,2014,Bangalore,3,27,Male,No,5
4259,Bachelors,2018,Pune,3,28,Male,Yes,0
3611,Bachelors,2014,Pune,3,31,Male,No,3
2477,Bachelors,2014,Pune,3,26,Male,No,4
1083,Bachelors,2017,New Delhi,2,26,Female,No,4
3130,Bachelors,2013,Bangalore,3,38,Female,No,4
4447,Bachelors,2014,Bangalore,3,33,Male,No,3
4201,Masters,2013,Bangalore,2,29,Male,No,1
1294,Bachelors,2015,Pune,1,25,Female,No,3
1809,Bachelors,2016,New Delhi,3,26,Male,No,4
791,Bachelors,2017,New Delhi,2,27,Female,No,5
792,Bachelors,2013,Pune,2,26,Female,No,4
3737,Bachelors,2017,Pune,3,32,Male,No,4
1980,PHD,2018,Bangalore,3,26,Male,No,4
3401,Masters,2017,Pune,2,35,Male,No,3
2954,Bachelors,2016,Bangalore,3,28,Male,No,3
1530,Bachelors,2013,Pune,3,25,Male,No,3
1410,Bachelors,2016,Bangalore,3,24,Female,No,2
3898,Bachelors,2017,New Delhi,2,41,Female,No,0
4331,Bachelors,2015,Bangalore,3,27,Male,No,5
83,Bachelors,2017,Bangalore,3,25,Female,No,3
868,Bachelors,2012,Bangalore,3,26,Male,No,4
2350,Bachelors,2016,New Delhi,3,28,Female,No,2
20,Bachelors,2012,Bangalore,3,37,Male,No,0
2988,Bachelors,2015,Pune,3,29,Male,No,0
3872,PHD,2018,New Delhi,3,40,Male,No,3
4260,Masters,2017,Pune,3,32,Male,Yes,2
1562,Bachelors,2017,Pune,3,26,Male,No,4
973,Bachelors,2013,Pune,2,24,Female,No,2
1710,Bachelors,2014,New Delhi,3,27,Female,No,5
3466,Bachelors,2017,Pune,2,32,Male,No,2
4486,Bachelors,2017,Pune,3,27,Male,No,5
1098,Bachelors,2012,New Delhi,3,28,Male,No,3
3674,Bachelors,2012,Bangalore,3,36,Male,No,5
2844,Masters,2017,Pune,2,26,Female,No,4
886,Bachelors,2014,New Delhi,3,24,Female,No,2
3203,Bachelors,2013,Bangalore,1,39,Female,No,1
4268,Bachelors,2016,New Delhi,3,39,Female,No,0
4102,Bachelors,2018,Bangalore,3,32,Male,Yes,0
515,Bachelors,2016,New Delhi,3,24,Female,No,2
737,Bachelors,2018,Bangalore,3,28,Male,No,1
1453,Bachelors,2014,Bangalore,3,25,Male,No,3
3456,Bachelors,2014,Bangalore,3,33,Male,No,5
4380,Masters,2018,New Delhi,3,35,Male,No,2
2506,Masters,2018,New Delhi,3,27,Male,Yes,5
2126,Bachelors,2014,Pune,2,28,Female,No,1
2926,Bachelors,2015,Bangalore,3,29,Male,No,5
906,Bachelors,2018,Bangalore,3,27,Male,Yes,5
3365,Bachelors,2016,Pune,3,32,Male,No,1
3918,Bachelors,2013,Bangalore,3,32,Male,No,1
2507,Masters,2017,New Delhi,2,26,Female,Yes,4
2428,Bachelors,2013,Pune,3,28,Male,No,2
947,Bachelors,2012,Bangalore,3,25,Female,Yes,3
3311,Bachelors,2012,Bangalore,3,31,Male,Yes,5
3544,Bachelors,2014,Bangalore,3,37,Male,No,4
715,Bachelors,2016,Bangalore,3,26,Male,No,4
3589,Bachelors,2016,Bangalore,3,37,Female,No,1
686,Bachelors,2016,Pune,3,26,Male,No,4
703,Masters,2017,Pune,2,24,Male,No,2
2353,Masters,2014,Pune,3,27,Male,No,5
2257,Bachelors,2014,Pune,1,26,Female,No,4
3929,Bachelors,2015,Bangalore,3,38,Male,No,1
21,Masters,2017,New Delhi,2,28,Male,No,4
2752,Masters,2013,Bangalore,3,30,Male,No,2
885,Bachelors,2018,Bangalore,3,28,Female,No,3
4064,Masters,2017,New Delhi,2,35,Male,No,2
917,Bachelors,2017,New Delhi,2,25,Male,No,3
3271,Bachelors,2017,Bangalore,3,41,Male,No,1
3265,Bachelors,2013,Pune,2,32,Female,No,1
2239,Bachelors,2017,Pune,2,27,Male,No,5
4314,PHD,2013,New Delhi,3,23,Male,No,1
1265,Bachelors,2013,Bangalore,3,25,Female,No,3
483,Bachelors,2012,Bangalore,3,26,Female,No,4
4424,Bachelors,2015,Pune,3,39,Female,No,2
2963,Bachelors,2016,Bangalore,3,30,Female,No,3
1219,Bachelors,2018,Bangalore,3,24,Male,No,2
277,Bachelors,2014,Bangalore,3,28,Male,No,1
988,Masters,2016,Bangalore,3,26,Female,No,4
2084,Bachelors,2013,New Delhi,3,30,Female,No,1
1245,Bachelors,2015,Bangalore,3,28,Male,No,3
2382,Bachelors,2013,Bangalore,3,26,Male,Yes,4
571,Bachelors,2014,Pune,3,25,Female,No,3
1435,Bachelors,2017,Bangalore,3,24,Male,No,2
993,Bachelors,2014,Bangalore,3,26,Male,No,4
3014,Masters,2017,New Delhi,3,36,Female,No,5
3010,Bachelors,2016,Bangalore,3,37,Female,No,0
585,Bachelors,2014,Bangalore,3,25,Male,No,3
3189,Bachelors,2017,New Delhi,1,38,Female,No,1
2514,Bachelors,2016,Pune,3,29,Male,No,5
1349,Bachelors,2015,Bangalore,1,24,Female,No,2
1007,Masters,2013,New Delhi,3,27,Male,No,5
674,Bachelors,2016,New Delhi,3,27,Female,Yes,5
2412,Masters,2013,New Delhi,3,27,Female,No,5
2903,Masters,2017,New Delhi,2,30,Male,No,2
447,Bachelors,2013,Pune,2,25,Male,No,3
3207,Masters,2015,New Delhi,3,40,Male,No,2
4460,Masters,2012,New Delhi,3,27,Male,No,5
3992,Bachelors,2018,Bangalore,2,26,Female,No,4
2064,Masters,2017,New Delhi,2,27,Female,No,5
4147,Bachelors,2014,Pune,3,23,Male,No,1
3315,Bachelors,2015,Bangalore,3,39,Female,No,3
1690,Bachelors,2017,New Delhi,2,25,Male,No,3
1548,Bachelors,2018,Bangalore,3,26,Male,No,4
1247,PHD,2013,New Delhi,3,24,Male,No,2
1985,Bachelors,2014,Bangalore,3,25,Male,No,3
294,Masters,2013,New Delhi,3,26,Male,No,4
1547,Bachelors,2015,Bangalore,3,27,Female,Yes,5
2012,Masters,2017,Pune,2,26,Female,No,4
588,Bachelors,2014,Bangalore,3,27,Male,No,5
2403,Masters,2017,New Delhi,2,28,Male,No,2
2129,Masters,2017,Bangalore,2,26,Male,Yes,4
4082,Masters,2018,New Delhi,3,23,Female,No,1
4270,Masters,2015,Pune,2,29,Female,No,2
2719,Bachelors,2014,Bangalore,3,29,Male,No,4
425,PHD,2018,New Delhi,3,25,Male,No,3
2582,Bachelors,2017,Pune,2,27,Female,No,5
